Year,Region,Fuel_Type,Transmission,Model,Price_USD,Type
2012,North America,Diesel,Manual,5 Series,62877,Actual
2013,North America,Diesel,Manual,5 Series,77387,Actual
2014,North America,Diesel,Manual,5 Series,70893,Actual
2015,North America,Diesel,Manual,5 Series,74467,Actual
2016,North America,Diesel,Manual,5 Series,70435,Actual
2017,North America,Diesel,Manual,5 Series,78663,Actual
2018,North America,Diesel,Manual,5 Series,63626,Actual
2019,North America,Diesel,Manual,5 Series,66997,Actual
2020,North America,Diesel,Manual,5 Series,72580,Actual
2021,North America,Diesel,Manual,5 Series,69980,Actual
2022,North America,Diesel,Manual,5 Series,63431,Actual
2023,North America,Diesel,Manual,5 Series,80087,Actual
2024,North America,Diesel,Manual,5 Series,76226,Actual
2025,North America,Diesel,Manual,5 Series,78456,Forecast
2026,North America,Diesel,Manual,5 Series,80736,Forecast
2027,North America,Diesel,Manual,5 Series,83017,Forecast
2010,North America,Electric,Automatic,5 Series,57756,Actual
2011,North America,Electric,Automatic,5 Series,88349,Actual
2012,North America,Electric,Automatic,5 Series,77703,Actual
2013,North America,Electric,Automatic,5 Series,82521,Actual
2014,North America,Electric,Automatic,5 Series,82006,Actual
2015,North America,Electric,Automatic,5 Series,81268,Actual
2016,North America,Electric,Automatic,5 Series,68951,Actual
2017,North America,Electric,Automatic,5 Series,88792,Actual
2018,North America,Electric,Automatic,5 Series,87622,Actual
2019,North America,Electric,Automatic,5 Series,75929,Actual
2020,North America,Electric,Automatic,5 Series,79887,Actual
2021,North America,Electric,Automatic,5 Series,62586,Actual
2022,North America,Electric,Automatic,5 Series,82555,Actual
2023,North America,Electric,Automatic,5 Series,77020,Actual
2024,North America,Electric,Automatic,5 Series,82237,Actual
2025,North America,Electric,Automatic,5 Series,81363,Forecast
2026,North America,Electric,Automatic,5 Series,82878,Forecast
2027,North America,Electric,Automatic,5 Series,84393,Forecast
2010,North America,Electric,Manual,5 Series,67015,Actual
2011,North America,Electric,Manual,5 Series,72309,Actual
2012,North America,Electric,Manual,5 Series,86051,Actual
2013,North America,Electric,Manual,5 Series,66500,Actual
2014,North America,Electric,Manual,5 Series,77687,Actual
2015,North America,Electric,Manual,5 Series,85143,Actual
2016,North America,Electric,Manual,5 Series,65223,Actual
2017,North America,Electric,Manual,5 Series,73417,Actual
2018,North America,Electric,Manual,5 Series,89417,Actual
2019,North America,Electric,Manual,5 Series,88050,Actual
2020,North America,Electric,Manual,5 Series,71274,Actual
2021,North America,Electric,Manual,5 Series,72839,Actual
2022,North America,Electric,Manual,5 Series,79964,Actual
2023,North America,Electric,Manual,5 Series,85228,Actual
2024,North America,Electric,Manual,5 Series,70451,Actual
2025,North America,Electric,Manual,5 Series,74133,Forecast
2026,North America,Electric,Manual,5 Series,72636,Forecast
2027,North America,Electric,Manual,5 Series,71139,Forecast
2010,North America,Hybrid,Automatic,5 Series,101756,Actual
2011,North America,Hybrid,Automatic,5 Series,75790,Actual
2012,North America,Hybrid,Automatic,5 Series,51670,Actual
2013,North America,Hybrid,Automatic,5 Series,61826,Actual
2014,North America,Hybrid,Automatic,5 Series,69200,Actual
2015,North America,Hybrid,Automatic,5 Series,78161,Actual
2016,North America,Hybrid,Automatic,5 Series,90054,Actual
2017,North America,Hybrid,Automatic,5 Series,56476,Actual
2018,North America,Hybrid,Automatic,5 Series,69320,Actual
2019,North America,Hybrid,Automatic,5 Series,80048,Actual
2020,North America,Hybrid,Automatic,5 Series,100545,Actual
2021,North America,Hybrid,Automatic,5 Series,44092,Actual
2022,North America,Hybrid,Automatic,5 Series,68330,Actual
2023,North America,Hybrid,Automatic,5 Series,54881,Actual
2024,North America,Hybrid,Automatic,5 Series,64790,Actual
2025,North America,Hybrid,Automatic,5 Series,57562,Forecast
2026,North America,Hybrid,Automatic,5 Series,55344,Forecast
2027,North America,Hybrid,Automatic,5 Series,53127,Forecast
2010,North America,Hybrid,Manual,5 Series,69418,Actual
2011,North America,Hybrid,Manual,5 Series,65902,Actual
2012,North America,Hybrid,Manual,5 Series,77524,Actual
2013,North America,Hybrid,Manual,5 Series,71517,Actual
2014,North America,Hybrid,Manual,5 Series,79472,Actual
2015,North America,Hybrid,Manual,5 Series,101301,Actual
2016,North America,Hybrid,Manual,5 Series,73438,Actual
2017,North America,Hybrid,Manual,5 Series,83865,Actual
2018,North America,Hybrid,Manual,5 Series,67279,Actual
2019,North America,Hybrid,Manual,5 Series,84196,Actual
2020,North America,Hybrid,Manual,5 Series,91780,Actual
2021,North America,Hybrid,Manual,5 Series,63216,Actual
2022,North America,Hybrid,Manual,5 Series,72580,Actual
2023,North America,Hybrid,Manual,5 Series,73662,Actual
2024,North America,Hybrid,Manual,5 Series,81784,Actual
2025,North America,Hybrid,Manual,5 Series,78211,Forecast
2026,North America,Hybrid,Manual,5 Series,79344,Forecast
2027,North America,Hybrid,Manual,5 Series,80476,Forecast
2010,North America,Petrol,Automatic,5 Series,75612,Actual
2011,North America,Petrol,Automatic,5 Series,77808,Actual
2012,North America,Petrol,Automatic,5 Series,71466,Actual
2013,North America,Petrol,Automatic,5 Series,84190,Actual
2014,North America,Petrol,Automatic,5 Series,80501,Actual
2015,North America,Petrol,Automatic,5 Series,79550,Actual
2016,North America,Petrol,Automatic,5 Series,72099,Actual
2017,North America,Petrol,Automatic,5 Series,76298,Actual
2018,North America,Petrol,Automatic,5 Series,62480,Actual
2019,North America,Petrol,Automatic,5 Series,87382,Actual
2020,North America,Petrol,Automatic,5 Series,72890,Actual
2021,North America,Petrol,Automatic,5 Series,72838,Actual
2022,North America,Petrol,Automatic,5 Series,87822,Actual
2023,North America,Petrol,Automatic,5 Series,90555,Actual
2024,North America,Petrol,Automatic,5 Series,71066,Actual
2025,North America,Petrol,Automatic,5 Series,78776,Forecast
2026,North America,Petrol,Automatic,5 Series,77865,Forecast
2027,North America,Petrol,Automatic,5 Series,76954,Forecast
2010,North America,Petrol,Manual,5 Series,73608,Actual
2011,North America,Petrol,Manual,5 Series,68668,Actual
2012,North America,Petrol,Manual,5 Series,78824,Actual
2013,North America,Petrol,Manual,5 Series,73995,Actual
2014,North America,Petrol,Manual,5 Series,82978,Actual
2015,North America,Petrol,Manual,5 Series,76932,Actual
2016,North America,Petrol,Manual,5 Series,76569,Actual
2017,North America,Petrol,Manual,5 Series,79235,Actual
2018,North America,Petrol,Manual,5 Series,95207,Actual
2019,North America,Petrol,Manual,5 Series,69225,Actual
2020,North America,Petrol,Manual,5 Series,74297,Actual
2021,North America,Petrol,Manual,5 Series,82754,Actual
2022,North America,Petrol,Manual,5 Series,73888,Actual
2023,North America,Petrol,Manual,5 Series,61744,Actual
2024,North America,Petrol,Manual,5 Series,92087,Actual
2025,North America,Petrol,Manual,5 Series,83085,Forecast
2026,North America,Petrol,Manual,5 Series,85852,Forecast
2027,North America,Petrol,Manual,5 Series,88618,Forecast
2010,North America,Diesel,Automatic,7 Series,80342,Actual
2011,North America,Diesel,Automatic,7 Series,81070,Actual
2012,North America,Diesel,Automatic,7 Series,87507,Actual
2013,North America,Diesel,Automatic,7 Series,70706,Actual
2014,North America,Diesel,Automatic,7 Series,109616,Actual
2015,North America,Diesel,Automatic,7 Series,85824,Actual
2016,North America,Diesel,Automatic,7 Series,85127,Actual
2017,North America,Diesel,Automatic,7 Series,81706,Actual
2018,North America,Diesel,Automatic,7 Series,73936,Actual
2019,North America,Diesel,Automatic,7 Series,80958,Actual
2020,North America,Diesel,Automatic,7 Series,74379,Actual
2021,North America,Diesel,Automatic,7 Series,68259,Actual
2022,North America,Diesel,Automatic,7 Series,60555,Actual
2023,North America,Diesel,Automatic,7 Series,88138,Actual
2024,North America,Diesel,Automatic,7 Series,88017,Actual
2025,North America,Diesel,Automatic,7 Series,88796,Forecast
2026,North America,Diesel,Automatic,7 Series,93418,Forecast
2027,North America,Diesel,Automatic,7 Series,98040,Forecast
2010,North America,Diesel,Manual,7 Series,71842,Actual
2011,North America,Diesel,Manual,7 Series,73591,Actual
2012,North America,Diesel,Manual,7 Series,72420,Actual
2013,North America,Diesel,Manual,7 Series,86443,Actual
2014,North America,Diesel,Manual,7 Series,71198,Actual
2015,North America,Diesel,Manual,7 Series,74382,Actual
2016,North America,Diesel,Manual,7 Series,80249,Actual
2017,North America,Diesel,Manual,7 Series,76099,Actual
2018,North America,Diesel,Manual,7 Series,78898,Actual
2019,North America,Diesel,Manual,7 Series,70137,Actual
2020,North America,Diesel,Manual,7 Series,66366,Actual
2021,North America,Diesel,Manual,7 Series,90054,Actual
2022,North America,Diesel,Manual,7 Series,64693,Actual
2023,North America,Diesel,Manual,7 Series,82212,Actual
2024,North America,Diesel,Manual,7 Series,80889,Actual
2025,North America,Diesel,Manual,7 Series,81816,Forecast
2026,North America,Diesel,Manual,7 Series,83571,Forecast
2027,North America,Diesel,Manual,7 Series,85325,Forecast
2010,North America,Electric,Automatic,7 Series,84648,Actual
2011,North America,Electric,Automatic,7 Series,62941,Actual
2012,North America,Electric,Automatic,7 Series,54603,Actual
2013,North America,Electric,Automatic,7 Series,85299,Actual
2014,North America,Electric,Automatic,7 Series,81978,Actual
2015,North America,Electric,Automatic,7 Series,72897,Actual
2016,North America,Electric,Automatic,7 Series,88293,Actual
2017,North America,Electric,Automatic,7 Series,63546,Actual
2018,North America,Electric,Automatic,7 Series,71561,Actual
2019,North America,Electric,Automatic,7 Series,96255,Actual
2020,North America,Electric,Automatic,7 Series,61840,Actual
2021,North America,Electric,Automatic,7 Series,85780,Actual
2022,North America,Electric,Automatic,7 Series,81414,Actual
2023,North America,Electric,Automatic,7 Series,60562,Actual
2024,North America,Electric,Automatic,7 Series,88296,Actual
2025,North America,Electric,Automatic,7 Series,80715,Forecast
2026,North America,Electric,Automatic,7 Series,82269,Forecast
2027,North America,Electric,Automatic,7 Series,83824,Forecast
2010,North America,Electric,Manual,7 Series,74766,Actual
2011,North America,Electric,Manual,7 Series,65717,Actual
2012,North America,Electric,Manual,7 Series,76860,Actual
2013,North America,Electric,Manual,7 Series,58320,Actual
2014,North America,Electric,Manual,7 Series,80872,Actual
2015,North America,Electric,Manual,7 Series,67520,Actual
2016,North America,Electric,Manual,7 Series,64832,Actual
2017,North America,Electric,Manual,7 Series,76167,Actual
2018,North America,Electric,Manual,7 Series,85158,Actual
2019,North America,Electric,Manual,7 Series,60802,Actual
2020,North America,Electric,Manual,7 Series,95348,Actual
2021,North America,Electric,Manual,7 Series,85656,Actual
2022,North America,Electric,Manual,7 Series,87324,Actual
2023,North America,Electric,Manual,7 Series,85122,Actual
2024,North America,Electric,Manual,7 Series,83172,Actual
2025,North America,Electric,Manual,7 Series,85519,Forecast
2026,North America,Electric,Manual,7 Series,85463,Forecast
2027,North America,Electric,Manual,7 Series,85407,Forecast
2010,North America,Hybrid,Automatic,7 Series,82650,Actual
2011,North America,Hybrid,Automatic,7 Series,75509,Actual
2012,North America,Hybrid,Automatic,7 Series,69010,Actual
2013,North America,Hybrid,Automatic,7 Series,63312,Actual
2014,North America,Hybrid,Automatic,7 Series,81574,Actual
2015,North America,Hybrid,Automatic,7 Series,84319,Actual
2016,North America,Hybrid,Automatic,7 Series,84536,Actual
2017,North America,Hybrid,Automatic,7 Series,64522,Actual
2018,North America,Hybrid,Automatic,7 Series,66902,Actual
2019,North America,Hybrid,Automatic,7 Series,82119,Actual
2020,North America,Hybrid,Automatic,7 Series,68240,Actual
2021,North America,Hybrid,Automatic,7 Series,77716,Actual
2022,North America,Hybrid,Automatic,7 Series,61265,Actual
2023,North America,Hybrid,Automatic,7 Series,80428,Actual
2024,North America,Hybrid,Automatic,7 Series,80638,Actual
2025,North America,Hybrid,Automatic,7 Series,80890,Forecast
2026,North America,Hybrid,Automatic,7 Series,83377,Forecast
2027,North America,Hybrid,Automatic,7 Series,85864,Forecast
2010,North America,Hybrid,Manual,7 Series,52669,Actual
2011,North America,Hybrid,Manual,7 Series,76013,Actual
2012,North America,Hybrid,Manual,7 Series,89743,Actual
2013,North America,Hybrid,Manual,7 Series,78347,Actual
2014,North America,Hybrid,Manual,7 Series,84616,Actual
2015,North America,Hybrid,Manual,7 Series,86156,Actual
2016,North America,Hybrid,Manual,7 Series,88823,Actual
2017,North America,Hybrid,Manual,7 Series,60470,Actual
2018,North America,Hybrid,Manual,7 Series,91670,Actual
2019,North America,Hybrid,Manual,7 Series,86034,Actual
2020,North America,Hybrid,Manual,7 Series,58789,Actual
2021,North America,Hybrid,Manual,7 Series,84486,Actual
2022,North America,Hybrid,Manual,7 Series,69190,Actual
2023,North America,Hybrid,Manual,7 Series,75478,Actual
2024,North America,Hybrid,Manual,7 Series,74350,Actual
2025,North America,Hybrid,Manual,7 Series,73340,Forecast
2026,North America,Hybrid,Manual,7 Series,73055,Forecast
2027,North America,Hybrid,Manual,7 Series,72770,Forecast
2010,North America,Petrol,Automatic,7 Series,75404,Actual
2011,North America,Petrol,Automatic,7 Series,90954,Actual
2012,North America,Petrol,Automatic,7 Series,62605,Actual
2013,North America,Petrol,Automatic,7 Series,68966,Actual
2014,North America,Petrol,Automatic,7 Series,74188,Actual
2015,North America,Petrol,Automatic,7 Series,91124,Actual
2016,North America,Petrol,Automatic,7 Series,58542,Actual
2017,North America,Petrol,Automatic,7 Series,90952,Actual
2018,North America,Petrol,Automatic,7 Series,65960,Actual
2019,North America,Petrol,Automatic,7 Series,61176,Actual
2020,North America,Petrol,Automatic,7 Series,74365,Actual
2021,North America,Petrol,Automatic,7 Series,85622,Actual
2022,North America,Petrol,Automatic,7 Series,64203,Actual
2023,North America,Petrol,Automatic,7 Series,74180,Actual
2024,North America,Petrol,Automatic,7 Series,84345,Actual
2025,North America,Petrol,Automatic,7 Series,82391,Forecast
2026,North America,Petrol,Automatic,7 Series,85148,Forecast
2027,North America,Petrol,Automatic,7 Series,87906,Forecast
2010,North America,Petrol,Manual,7 Series,79437,Actual
2011,North America,Petrol,Manual,7 Series,78760,Actual
2012,North America,Petrol,Manual,7 Series,60165,Actual
2013,North America,Petrol,Manual,7 Series,74729,Actual
2014,North America,Petrol,Manual,7 Series,61304,Actual
2015,North America,Petrol,Manual,7 Series,72300,Actual
2016,North America,Petrol,Manual,7 Series,89875,Actual
2017,North America,Petrol,Manual,7 Series,82902,Actual
2018,North America,Petrol,Manual,7 Series,78270,Actual
2019,North America,Petrol,Manual,7 Series,87668,Actual
2020,North America,Petrol,Manual,7 Series,75804,Actual
2021,North America,Petrol,Manual,7 Series,77792,Actual
2022,North America,Petrol,Manual,7 Series,81930,Actual
2023,North America,Petrol,Manual,7 Series,57284,Actual
2024,North America,Petrol,Manual,7 Series,85614,Actual
2025,North America,Petrol,Manual,7 Series,76016,Forecast
2026,North America,Petrol,Manual,7 Series,76351,Forecast
2027,North America,Petrol,Manual,7 Series,76687,Forecast
2010,North America,Diesel,Automatic,M3,82414,Actual
2011,North America,Diesel,Automatic,M3,77155,Actual
2012,North America,Diesel,Automatic,M3,77121,Actual
2013,North America,Diesel,Automatic,M3,70514,Actual
2014,North America,Diesel,Automatic,M3,76332,Actual
2015,North America,Diesel,Automatic,M3,80222,Actual
2016,North America,Diesel,Automatic,M3,69476,Actual
2017,North America,Diesel,Automatic,M3,71798,Actual
2018,North America,Diesel,Automatic,M3,85994,Actual
2019,North America,Diesel,Automatic,M3,76843,Actual
2020,North America,Diesel,Automatic,M3,45752,Actual
2021,North America,Diesel,Automatic,M3,80781,Actual
2022,North America,Diesel,Automatic,M3,79097,Actual
2023,North America,Diesel,Automatic,M3,74825,Actual
2024,North America,Diesel,Automatic,M3,66681,Actual
2025,North America,Diesel,Automatic,M3,69905,Forecast
2026,North America,Diesel,Automatic,M3,68880,Forecast
2027,North America,Diesel,Automatic,M3,67856,Forecast
2010,North America,Diesel,Manual,M3,68917,Actual
2011,North America,Diesel,Manual,M3,67237,Actual
2012,North America,Diesel,Manual,M3,60080,Actual
2013,North America,Diesel,Manual,M3,68856,Actual
2014,North America,Diesel,Manual,M3,75637,Actual
2015,North America,Diesel,Manual,M3,65709,Actual
2016,North America,Diesel,Manual,M3,68366,Actual
2017,North America,Diesel,Manual,M3,56945,Actual
2018,North America,Diesel,Manual,M3,84967,Actual
2019,North America,Diesel,Manual,M3,58168,Actual
2020,North America,Diesel,Manual,M3,89728,Actual
2021,North America,Diesel,Manual,M3,75805,Actual
2022,North America,Diesel,Manual,M3,79672,Actual
2023,North America,Diesel,Manual,M3,61692,Actual
2024,North America,Diesel,Manual,M3,78491,Actual
2025,North America,Diesel,Manual,M3,73729,Forecast
2026,North America,Diesel,Manual,M3,73513,Forecast
2027,North America,Diesel,Manual,M3,73297,Forecast
2010,North America,Electric,Automatic,M3,82650,Actual
2011,North America,Electric,Automatic,M3,74297,Actual
2012,North America,Electric,Automatic,M3,55649,Actual
2013,North America,Electric,Automatic,M3,59182,Actual
2014,North America,Electric,Automatic,M3,75958,Actual
2015,North America,Electric,Automatic,M3,77104,Actual
2016,North America,Electric,Automatic,M3,68052,Actual
2017,North America,Electric,Automatic,M3,84413,Actual
2018,North America,Electric,Automatic,M3,77894,Actual
2019,North America,Electric,Automatic,M3,83621,Actual
2020,North America,Electric,Automatic,M3,86041,Actual
2021,North America,Electric,Automatic,M3,83150,Actual
2022,North America,Electric,Automatic,M3,49466,Actual
2023,North America,Electric,Automatic,M3,67588,Actual
2024,North America,Electric,Automatic,M3,73562,Actual
2025,North America,Electric,Automatic,M3,66157,Forecast
